"Titre de tracé : 20156686"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156686, SEN S/N: 20156686)","Coupleur détaché (LGR S/N: 20156686)","Coupleur attaché (LGR S/N: 20156686)","Hôte connecté (LGR S/N: 20156686)","Arrêté (LGR S/N: 20156686)","Fin de fichier (LGR S/N: 20156686)"
392,07/07/19 12:25:34 PM,3.261,,,,,
393,07/07/19 12:55:34 PM,3.472,,,,,
394,07/07/19 01:25:34 PM,3.683,,,,,
395,07/07/19 01:55:34 PM,3.893,,,,,
396,07/07/19 02:25:34 PM,3.998,,,,,
397,07/07/19 02:55:34 PM,4.207,,,,,
398,07/07/19 03:25:34 PM,4.519,,,,,
399,07/07/19 03:55:34 PM,4.623,,,,,
400,07/07/19 04:25:34 PM,4.727,,,,,
401,07/07/19 04:55:34 PM,4.727,,,,,
402,07/07/19 05:25:34 PM,4.623,,,,,
403,07/07/19 05:55:34 PM,4.519,,,,,
404,07/07/19 06:25:34 PM,4.311,,,,,
405,07/07/19 06:55:34 PM,4.311,,,,,
406,07/07/19 07:25:34 PM,4.207,,,,,
407,07/07/19 07:55:34 PM,4.102,,,,,
408,07/07/19 08:25:34 PM,3.998,,,,,
409,07/07/19 08:55:34 PM,3.788,,,,,
410,07/07/19 09:25:34 PM,3.683,,,,,
411,07/07/19 09:55:34 PM,3.683,,,,,
412,07/07/19 10:25:34 PM,3.472,,,,,
413,07/07/19 10:55:34 PM,3.367,,,,,
414,07/07/19 11:25:34 PM,3.261,,,,,
415,07/07/19 11:55:34 PM,3.049,,,,,
416,07/08/19 12:25:34 AM,2.837,,,,,
417,07/08/19 12:55:34 AM,2.837,,,,,
418,07/08/19 01:25:34 AM,2.624,,,,,
419,07/08/19 01:55:34 AM,2.410,,,,,
420,07/08/19 02:25:34 AM,2.303,,,,,
421,07/08/19 02:55:34 AM,2.195,,,,,
422,07/08/19 03:25:34 AM,2.088,,,,,
423,07/08/19 03:55:34 AM,2.088,,,,,
424,07/08/19 04:25:34 AM,2.195,,,,,
